CloneID	dbEST_ID	GenBank_Accn	CloneName
CA1664	25201435	CV090647	putative cytochrome c oxidoreductase [Arabidopsis thaliana]
CA1664	25201435	CV090647	putative cytochrome c oxidoreductase [Arabidopsis thaliana]
CA1664	25201435	CV090647	putative cytochrome c oxidoreductase [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1665	25201436	CV090648	expressed protein [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1666	25201437	CV090649	putative uridylate kinase [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1668	25201438	CV090650	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA1669	25201439	CV090651	glycine-rich protein [Arabidopsis thaliana]
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA167	20189930	CF810485	*Polygalacturonase isoenzyme 1 beta subunit
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1670	25201440	CV090652	40S ribosomal protein S7
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1671	25201441	CV090653	dehydrin 1 [Vaccinium corymbosum]
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1672	25201442	CV090654	Glycine-rich RNA-binding protein
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1673	25201443	CV090655	50S ribosomal protein L24, chloroplast precursor -related
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1674	25201444	CV090656	expressed protein [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1675	25201445	CV090657	elongation factor 1B alpha-subunit [Arabidopsis thaliana]
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1676	25201446	CV090658	putative protein transport protein SEC61 alpha subunit [Arabidopsis
CA1677	25201447	CV090659	NA
CA1677	25201447	CV090659	NA
CA1677	25201447	CV090659	NA
CA1677	25201447	CV090659	NA
CA1677	25201447	CV090659	NA
CA1677	25201447	CV090659	NA
CA1678	25201448	CV090660	NA
CA1678	25201448	CV090660	NA
CA1678	25201448	CV090660	NA
CA1678	25201448	CV090660	NA
CA1678	25201448	CV090660	NA
CA1678	25201448	CV090660	NA
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1679	25201449	CV090661	expressed protein [Arabidopsis thaliana]
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1680	25201450	CV090662	50S ribosomal protein L15, chloroplast precursor (CL15)
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1681	25201451	CV090663	Mei2-like protein [Arabidopsis thaliana]
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1683	25201452	CV090664	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
CA1684	25201453	CV090665	NA
CA1684	25201453	CV090665	NA
CA1684	25201453	CV090665	NA
CA1684	25201453	CV090665	NA
CA1684	25201453	CV090665	NA
CA1684	25201453	CV090665	NA
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1685	25201454	CV090666	amino acid transporter [Nepenthes alata]
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1686	25201455	CV090667	PUTATIVE 3,4-DIHYDROXY-2-BUTANONE KINASE
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1687	25201456	CV090668	copine BONZAI1 (BON1) [Arabidopsis thaliana]
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1689	25201457	CV090669	1-phosphatidylinositol 4-kinase (EC 2.7.1.67) [validated] -
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1691	25201458	CV090670	unknown [environmental sequence]
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1692	25201459	CV090671	HMG1/2-like protein (SB11 protein)
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1693	25201460	CV090672	F-box protein family [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1694	25201461	CV090673	expressed protein [Arabidopsis thaliana]
CA1696	Not submitted	Not submitted	NA
CA1696	Not submitted	Not submitted	NA
CA1696	Not submitted	Not submitted	NA
CA1696	Not submitted	Not submitted	NA
CA1696	Not submitted	Not submitted	NA
CA1696	Not submitted	Not submitted	NA
CA1697	25201462	CV090674	NA
CA1697	25201462	CV090674	NA
CA1697	25201462	CV090674	NA
CA1697	25201462	CV090674	NA
CA1697	25201462	CV090674	NA
CA1697	25201462	CV090674	NA
CA1698	25201463	CV090675	NA
CA1698	25201463	CV090675	NA
CA1698	25201463	CV090675	NA
CA1698	25201463	CV090675	NA
CA1698	25201463	CV090675	NA
CA1698	25201463	CV090675	NA
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1699	25201464	CV090676	dehydrin 1 [Vaccinium corymbosum]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1700	25201465	CV090677	ubiquitin family [Arabidopsis thaliana]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1701	25201466	CV090678	Hypothetical protein CBG20539 [Caenorhabditis briggsae]
CA1702	25201467	CV090679	NA
CA1702	25201467	CV090679	NA
CA1702	25201467	CV090679	NA
CA1702	25201467	CV090679	NA
CA1702	25201467	CV090679	NA
CA1702	25201467	CV090679	NA
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1703	25201468	CV090680	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1704	25201469	CV090681	expressed protein [Arabidopsis thaliana]
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1705	25201470	CV090682	pentatricopeptide (PPR) repeat-containing protein [Arabidopsis
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1706	25201471	CV090683	elongation factor-1 alpha 3 [Lilium longiflorum]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1707	25201472	CV090684	unknown protein [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1708	25201473	CV090685	AT4g38460 [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1709	25201474	CV090686	expressed protein [Arabidopsis thaliana]
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1710	25201475	CV090687	F-actin capping protein alpha chain [imported] - Arabidopsis
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1711	25201476	CV090688	MADS-box protein MADS1 [Nicotiana sylvestris]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1712	25201477	CV090689	expressed protein [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1713	25201478	CV090690	unnamed protein product [Arabidopsis thaliana]
CA1714	25201479	CV090691	granule-bound starch synthase I [Ipomoea batatas]
CA1714	25201479	CV090691	granule-bound starch synthase I [Ipomoea batatas]
CA1714	25201479	CV090691	granule-bound starch synthase I [Ipomoea batatas]
