gene_id,gi,genbank_locus_tag,gene_start,gene_stop,definition
SMu1822,NULL,SMU.2006c,1884859,1883555,preprotein translocase
SMu1823,NULL,SMU.2007c,1885299,1884859,50S ribosomal protein L15, N-terminal fragment
SMu1824,NULL,SMU.2008c,1885774,1885592,50S ribosomal protein L30
SMu1825,NULL,SMU.2009c,1886282,1885788,30S ribosomal protein S5
SMu1826,NULL,SMU.2010c,1886657,1886301,50S ribosomal protein L18
SMu1827,NULL,SMU.2011c,1887283,1886747,50S ribosomal protein L6 (BL10)
SMu1828,NULL,SMU.2012c,1888094,1887696,30S ribosomal protein S8
SMu1829,NULL,SMU.2014c,1888536,1888351,30S ribosomal protein S14
SMu1830,NULL,SMU.2015c,1889093,1888551,50S ribosomal protein L5
SMu1831,NULL,SMU.2016c,1889422,1889117,50S ribosomal protein L24
SMu1832,NULL,SMU.2017c,1889956,1889588,50S ribosomal protein L14
SMu1833,NULL,SMU.2018c,1890243,1889983,30S ribosomal protein S17
SMu1834,NULL,SMU.2019c,1890473,1890264,50s ribosomal protein L29
SMu1835,NULL,SMU.2020c,1890896,1890483,50S ribosomal protein L16
SMu1836,NULL,SMU.2021c,1891526,1890900,30S ribosomal protein S3
SMu1837,NULL,SMU.2022c,1891910,1891566,50S ribosomal protein L22
SMu1838,24380365,SMU.2023c,1892049,1891927,30S ribosomal protein S19, C-terminal fragment
SMu1839,24380366,SMU.2024c,1892134,1892039,50S ribosomal protein L4, N-terminal fragment
SMu1840,NULL,SMU.2025c,1892785,1892159,50S ribosomal protein L3
SMu1841,24380368,SMU.2026c,1893130,1893020,30S ribosomal protein S10 fragment
SMu1842,24380369,SMU.2027,1893648,1894334,transcriptional regulator/repressor
SMu1843,NULL,SMU.2028c,1896912,1894525,fructosyltransferase 
SMu1844,NULL,SMU.2029c,1899640,1897199,ATP-dependent Clp protease, ATP-binding subunit (Class III stress response-related ATPase)
SMu1845,NULL,SMU.2030c,1900101,1899637,transcriptional regulator of class III stress genes, CtsR
SMu1846,NULL,SMU.2031c,1901428,1900382,translation elongation factor Ts
SMu1847,NULL,SMU.2032c,1902280,1901495,30S ribosomal protein S2
SMu1848,24380375,SMU.2033c,1904324,1902471,conserved hypothetical protein
SMu1849,24380376,SMU.2035,1905118,1906074,possible bacteriocin self-immunity protein
SMu1850,NULL,SMU.2036c,1908114,1906219,endopeptidase O
SMu1851,NULL,SMU.2037c,1910251,1908623,trehalose-6-phosphate hydrolase
SMu1852,NULL,SMU.2038c,1912244,1910277,phosphotransferase system, trehalose-specific IIBC component (EIIBC-tre)
SMu1853,24380380,SMU.2040,1912418,1913131,trehalose operon transcriptional repressor (transcriptional regulator, GntR family)
SMu1854,NULL,SMU.2042c,1916029,1913477,dextranase ( 1,6-alpha-glucanhydrolase )
SMu1855,24380382,SMU.2043c,1916960,1916514,D-tyrosyl-tRNA deacylase
SMu1856,NULL,SMU.2044c,1919189,1916967,GTP pyrophosphokinase
SMu1857,24380384,SMU.2046c,1920158,1919337,conserved hypothetical protein
SMu1858,NULL,SMU.2047c,1922438,1920249,PTS system, enzyme II, A component
SMu1859,24380386,SMU.2048,1922836,1922988,hypothetical protein
SMu1860,24380387,SMU.2049c,1924020,1923277,conserved hypothetical protein
SMu1861,24380388,SMU.2050c,1924974,1924021,ribosomal protein L11 methylase
SMu1862,24380389,SMU.2052c,1925417,1925202,hypothetical protein
SMu1863,24380390,SMU.2053c,1925499,1925407,hypothetical protein
SMu1864,24380391,SMU.2054c,1925982,1925512,conserved hypothetical protein
SMu1865,24380392,SMU.2055,1926130,1926621,acetyltransferase
SMu1866,24380393,SMU.2056,1926593,1927876,chromosome segregation helicase (ATPase related to the helicase subunit of the Holliday junction resolvase)
SMu1867,24380394,SMU.2057c,1930142,1928283,cadmium-efflux ATPase, E1-E2 (heavy metal-transporting ATPase)
SMu1868,24380395,SMU.2058,1930297,1931091,transcriptional regulator
SMu1869,24380396,SMU.2059c,1932301,1931276,conserved hypothetical protein; possible membrane protein
SMu1870,24380397,SMU.2060,1932406,1933281,transcriptional regulator, LysR family (possible RUBISCO transcriptional regulator, RscR)
SMu1871,24380398,SMU.2061,1933350,1934003,hypothetical protein
SMu1872,NULL,SMU.2063c,1935168,1934209,ferrochelatase (heme synthetase) (protoheme ferro-lyase)
SMu1873,24380400,SMU.2064c,1938042,1935244,hypothetical protein
SMu1874,NULL,SMU.2065c,1939191,1938175,UDP-glucose 4-epimerase
SMu1875,24380402,SMU.2066c,1942150,1939226,conserved hypothetical protein (possible integral membrane protein, ABC transporter)
SMu1876,NULL,SMU.2067c,1943106,1942147,stress response protein (glycosyltransferase) (sugar transferase)
SMu1877,24380404,SMU.2069,1943713,1944507,conserved hypothetical protein (probable integral membrane protein)
SMu1878,24380405,SMU.2070,1944534,1945262,conserved hypothetical protein
SMu1879,NULL,SMU.2071c,1945953,1945348,anaerobic ribonucleoside-triphosphate reductase activating protein (NrdD activating enzyme, generating glycyl radical)
SMu1880,24380407,SMU.2072c,1946470,1945913,possible acetyltransferase, GNAT family
SMu1881,24380408,SMU.2073c,1946635,1946504,conserved hypothetical protein
SMu1882,NULL,SMU.2074c,1948936,1946732,anaerobic ribonucleoside-triphosphate reductase
SMu1883,24380410,SMU.2075c,1950606,1949035,conserved hypothetical protein (possible competence-induced protein)
SMu1884,24380411,SMU.2076c,1950771,1950643,hypothetical protein
SMu1885,24380412,SMU.2077c,1951139,1950840,conserved hypothetical protein
SMu1886,24380413,SMU.2078c,1951639,1951220,conserved hypothetical protein; possible Holliday junction resolvase-like protein
SMu1887,24380414,SMU.2079c,1951905,1951636,conserved hypothetical protein
SMu1888,24380415,SMU.2080,1952073,1952507,conserved hypothetical protein
SMu1889,24380416,SMU.2081,1952520,1952966,hypothetical protein
SMu1890,24380417,SMU.2083c,1953721,1953296,hypothetical protein
SMu1891,24380418,SMU.2084c,1954370,1953972,conserved hypothetical protein (possible arsenate reductase)
SMu1892,NULL,SMU.2085c,1955606,1954455,recombinase A
SMu1893,NULL,SMU.2086c,1956902,1955646,competence damage-inducible protein A
SMu1894,NULL,SMU.2087c,1957611,1957051,3-methyladenine DNA glycosylase I
SMu1895,NULL,SMU.2088c,1958286,1957693,Holliday junction DNA helicase
SMu1896,NULL,SMU.2089c,1960424,1958469,DNA mismatch repair protein
SMu1897,24380424,SMU.2090c,1960888,1960736,hypothetical protein
SMu1898,24380425,SMU.2091c,1963471,1960922,DNA mismatch repair protein, HexA
SMu1899,24380426,SMU.2092c,1963811,1963464,conserved hypothetical protein
SMu1900,NULL,SMU.2093c,1964245,1963808,arginine repressor
SMu1901,24380428,SMU.2094c,1965165,1964668,transcriptional regulator
SMu1902,24380429,SMU.2096c,1965864,1965640,conserved hypothetical protein
SMu1903,24380430,SMU.2097,1966306,1966542,arginine transcriptional repressor (arginine hydroxymate resistance protein)
SMu1904,24380431,SMU.2098,1966643,1968334,arginyl-tRNA synthetase
SMu1905,24380432,SMU.2099c,1969260,1968382,conserved hypothetical protein
SMu1906,24380433,SMU.2100c,1970229,1969291,conserved hypothetical protein
SMu1907,NULL,SMU.2101c,1971985,1970216,aspartyl-tRNA synthetase
SMu1908,NULL,SMU.2102c,1973505,1972216,histidine-tRNA synthetase
SMu1909,24380436,SMU.2104,1973798,1975642,aminoacid specific permease
SMu1910,24380438,SMU.2105,1976160,1976285,hypothetical protein
SMu1911,24380439,SMU.2106c,1976650,1976393,hypothetical protein
SMu1912,24380440,SMU.2107c,1976941,1976672,hypothetical protein
SMu1913,24380441,SMU.2108c,1978064,1976967,transcriptional regulator, MepR protein (possible regulator of MepA)
SMu1914,24380442,SMU.2109,1978141,1979520,possible multiple drug efflux pump MepA
SMu1915,24380443,SMU.2111c,1980060,1979644,hypothetical protein
SMu1916,NULL,SMU.2112c,1981932,1980235,glucan-binding protein
SMu1917,24380445,SMU.2113c,1982631,1982086,conserved hypothetical protein
SMu1918,24380446,SMU.2114c,1983071,1982697,probable transcriptional regulator, MerR family
SMu1919,24380447,SMU.2115,1983150,1983905,probable oxidoreductase (probable short-chain dehydrogenase)
SMu1920,24380448,SMU.2116,1984357,1985508,glycine betaine / carnitine / choline ABC transporter, ATP-binding protein, opuCA
SMu1921,24380449,SMU.2117,1985505,1986137,glycine betaine / carnitine / choline ABC transporter permease
SMu1922,24380450,SMU.2118,1986139,1987074,glycine betaine/carnitine/choline ABC transporter, substrate-binding protein
SMu1923,24380451,SMU.2119,1987083,1987739,ABC transport  betaine/carnitine/choline permease
SMu1924,24380452,SMU.2120c,1988400,1987822,probable 3-methyladenine DNA glycosylase
SMu1925,24380453,SMU.2121c,1988713,1988426,conserved hypothetical protein
SMu1926,24380454,SMU.2123,1988917,1989540,hypothetical protein
SMu1927,24380455,SMU.2124,1989375,1989572,hypothetical protein
SMu1928,24380456,SMU.2125,1989622,1989906,conserved hypothetical protein (possible transcriptional regulator)
SMu1929,24380457,SMU.2126c,1990697,1989936,possible phosphorylase
SMu1930,24380458,SMU.2127,1990883,1992259,succinic semialdehyde dehydrogenase (NAD-dependent aldehyde dehydrogenase)
SMu1931,24380459,SMU.2128,1992471,1994186,dihydroxy-acid dehydratase
SMu1932,24380460,SMU.2129c,1994680,1994339,conserved hypothetical protein
SMu1933,24380461,SMU.2130,1994869,1995813,exfoliative toxin A
SMu1934,24380462,SMU.2131,1995815,1995979,hypothetical protein
SMu1935,24380463,SMU.2133c,1998508,1996004,conserved hypothetical protein (possible transmembrane protein)
SMu1936,24380464,SMU.2134,1998640,1999194,transcriptional regulator, TetR/AcrR family
SMu1937,24380465,SMU.2135c,1999847,1999236,30S Ribosomal protein S4
SMu1938,24380466,SMU.2136c,2000127,1999951,hypothetical protein
SMu1939,24380467,SMU.2137c,2000419,2000147,conserved hypothetical protein
SMu1940,NULL,SMU.2138c,2001797,2000433,replicative DNA helicase
SMu1941,24380469,SMU.2139c,2002270,2001818,50S ribosomal protein L9
SMu1942,24380470,SMU.2140c,2004245,2002272,conserved hypothetical protein (DHH family protein)
SMu1943,NULL,SMU.2141c,2006220,2004325,glucose-inhibited division protein A
SMu1944,NULL,SMU.2142c,2006979,2006347,sugar-phosphate isomerase (ribose 5-phosphate isomerase)
SMu1945,24380473,SMU.2143c,2008162,2007041,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
SMu1946,24380474,SMU.2146c,2009136,2008531,conserved hypothetical protein
SMu1947,24380475,SMU.2147c,2010164,2009298,conserved hypothetical protein
SMu1948,24380476,SMU.2148c,2011147,2010353,ABC transporter, membrane-spanning permease
SMu1949,24380477,SMU.2149c,2011982,2011140,ABC transporter, ATP-binding protein
SMu1950,24380478,SMU.2150c,2012800,2011958,ABC transporter, ATP-binding protein
SMu1951,NULL,SMU.2151c,2013346,2012804,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
SMu1952,24380480,SMU.2152c,2014335,2013358,conserved hypothetical protein
SMu1953,24380481,SMU.2153c,2015700,2014408,peptidase, M16 family
SMu1954,24380482,SMU.2154c,2016949,2015702,peptidase, M16 family
SMu1955,24380483,SMU.2155,2017028,2017393,conserved hypothetical protein
SMu1956,24380484,SMU.2156,2017396,2018487,recombination protein F (DNA replication and repair ATPase)
SMu1957,NULL,SMU.2157c,2020131,2018650,inosine-5'- monophosphate dehydrogenase
SMu1958,24380486,SMU.2158c,2021310,2020288,tryptophanyl-tRNA synthetase
SMu1959,24380487,SMU.2159,2021743,2023362,ABC transporter, ATP-binding protein
SMu1960,24380488,SMU.2160,2023402,2025975,possible permease, ABC transporter protein
SMu1961,24380489,SMU.2161c,2027429,2026767,conserved hypothetical protein
SMu1962,24380490,SMU.2162c,2028251,2027772,conserved hypothetical protein
SMu1963,24380491,SMU.2164,2028457,2029665,serine protease
SMu1964,24380492,SMU.2165,2030140,2030913,chromosome segregation protein, ParB-like nuclease domain
SMu1819.1,NULL,NULL,1882337,1882224,50S ribosomal protein L36
SMu1909.1,NULL,NULL,1975786,1975965,50S ribosomal protein L32
SMB0001,55847606,NULL,1389,4265,modifying enzyme for proSmb from strain GS5
SMB0002,NULL,NULL,4276,5100,transport and immunity protein from GS5/ ABC ATP binding protein
SMB0003,NULL,NULL,5090,5806,predicted transport protein for preSmb from strain GS5
SMB0004,NULL,NULL,5791,8421,modifying enzyme for proSmb from strain GS5
SMB0005,NULL,NULL,8458,10554,transport and immunity protein for preSmb from strain GS5
SMB0006,NULL,NULL,10653,10838,SmbA  bacteriocin precursor from strain GS5
SMB0007,NULL,NULL,10866,11054,SmbB bacteriocin precursor from strain GS5
MI0001,NULL,NULL,1016,1885,transcriptional regulator for the mutI operon in strain UA140
MI0002,NULL,NULL,2457,2654,prepromutacin; MutA protein from strain UA140
MI0003,NULL,NULL,2723,2917,MutA'  protein from strain UA140
MI0004,NULL,NULL,3072,6044,modifying enzyme; MutB protein from strain UA140
MI0005,NULL,NULL,6031,7308,modifying enzyme; MutC from strain UA140
MI0006,NULL,NULL,7331,7897,modifying protein; MutD protein from strain UA140
MI0007,NULL,NULL,7902,9245,subtilisin-like proteinase; MutP protein from strain UA140
MI0008,NULL,NULL,9246,9746,ABC transporter; MutT protein from strain UA140
MIII0001,NULL,NULL,205,1059,transcriptional regulator for the MutIII operon, strain UA787
MIII0002,NULL,NULL,1646,1837,precursor protein to mutacin III; MutA protein from strain UA787
MIII0003,NULL,NULL,1904,2098,mutA' from strain UA787
MIII0004,NULL,NULL,2253,5225,mutB modifying enzyme from strain UA787
MIII0005,NULL,NULL,5212,6486,modifying enzyme for premutacin III from strain UA787
MIII0006,NULL,NULL,6509,7075,modifying enzyme for premutacin III from strain UA787
MIII0007,NULL,NULL,7080,8423,serine protease from strain UA787
MIII0008,NULL,NULL,8424,10049,ABC transporter, ATP binding protein from strain UA787
MI0011,NULL,NULL,1472,2212,MutG protein from strain CH43; ABC permease
MI0012,NULL,NULL,2236,2976,OrfX from strain CH43; ABC element, ATP binding
MI0013,NULL,NULL,2992,4914,OrfY from strain CH43; ABC permease
MI0014,NULL,NULL,4928,5284,OrfZ from strain CH43; hypothetical protein
MI0015,NULL,NULL,5318,14,OrfR from strain CH43; predicted response regulator
MII0001,NULL,NULL,496,654,MutII A protein from strain T8
MII0002,NULL,NULL,726,3419,orf1/MutM  protein from strain T8
MII0003,NULL,NULL,2970,3419,MutM modifying enzyme  from strain T8
MII0004,NULL,NULL,3477,5591,MutT ABC tansporter protease (leader proteolysis) from strain T8
MII0005,NULL,NULL,5569,6474,MutF ABC transporter from strain T8 ATP-binding/immunity
MII0006,NULL,NULL,6484,7221,membrane spanning ABC element from strain T8
MII0007,NULL,NULL,7217,7960,MutG ABC element in strain T8; membrane spanning protease
MII0008,NULL,NULL,8759,8965,fructose bi-phosphate aldolase
SMUpUA140_1,13897500,NULL,398,1171,rep protein
SMUpUA140_2,13897499,NULL,1159,2823,mob protein; type IV secretion protein
SMUpUA140_3,13897498,NULL,2839,3402,hypothetical protein
SMUpUA140_4,13897497,NULL,3466,3780,hypothetical protein
SMUpUA140_5,13897496,NULL,4233,4592,hypothetical protein possible stabilization element
SMUpLM7_1,14578604,NULL,1417,1058,hypothetical protein perhaps involved in plasmid stabilization
SMUpLM7_2,14578605,NULL,2826,2407,hypothetical protein
SMUpLM7_3,14578606,NULL,4506,2842,mob protein
SMUpLM7_4,14578607,NULL,5267,4494,rep protein
SMu0889,NULL,NULL,923353,924027,transcription antiterminator (BglG family) - fragment
SMu0964,NULL,SMU_1056,1001046,1001165,hypothetical protein
